品番,品名,写真,図面,取説,施工,分解図本体,分解図_シャワー,購入,価格,価格（税込み）,備考,商品イメージ,バリエーション親品番,バリエーション順序,カタログ年度,カタログページ,検索ワード,分岐金具,分岐金具,分岐金具,発売時期,代替品,本体取付穴,ピッチ,シャワーS取付穴,削除,カテゴリID
GDH-3S,GDH-3S:ﾍｯﾀﾞｰ保温材3P,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDH-6M,GDH-6M:保温材6Pﾏﾙﾁ IJ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDH-BS,GDH-BS:ﾍｯﾀﾞｰ分岐保温材ｽﾄｯﾌﾟﾌﾟﾗｸﾞ用,,,,,,,,180,194,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDHK-1,GDHK-1:ﾍｯﾀﾞｰ架台,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDHK-1Y,GDHK-1Y:ﾍｯﾀﾞｰ架台(横置きﾀｲﾌﾟ),,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDHK-2,GDHK-2:ﾍｯﾀﾞｰ架台(吊下げﾀｲﾌﾟ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDH-L13,GDH-L13:ｴﾙﾎﾞｿｹｯﾄ保温材13用,,,,,,,,390,421,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDH-S13,GDH-S13:ｿｹｯﾄ保温材10･13用,,,,,,,,330,356,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDH-SS,GDH-SS:ﾍｯﾀﾞｰ主管保温材ｽﾄｯﾌﾟﾌﾟﾗｸﾞ用,,,,,,,,720,778,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDH-T13,GDH-T13:ﾁｰｽﾞｿｹｯﾄ保温材13用,,,,,,,,460,497,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDHV13-13,GDHV13-13:HIVP接続継手13×13A,,GDHV13-13_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDHVL13-13,GDHVL13-13:HIVP接続継手13×13A,,GDHVL13-13.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDJ2-R3,GDJ2-R3:ﾍｯﾀﾞｰﾆｯﾌﾟﾙR3/4×R3/4,,GDJ2-R3_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDJF1,GDJF1:ｼﾞｮｲﾝﾄﾌｧｽﾅｰ分岐用,,,,,,,,120,130,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDJSK-BC,GDJSK-BC:分岐用自立止水栓(水)(ｷｯﾁﾝ･洗面用),,GDJSK-BC_Z.pdf,,,,,,8,9,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDKH20-1,GDKH20-1:ｼﾝｸﾞﾙﾍｯﾀﾞｰ1P,,GDKH20-1_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDKHT20-1,GDKHT20-1:ﾌﾟﾚﾊﾌﾞﾍｯﾀﾞｰ1P13×1P,,GDKHT20-1_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDKL-13P1,GDKL-13P1:給水栓ｴﾙﾎﾞ13A×Rp1/2,,GDKL-13P1_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDLA-13F3,GDLA-13F3:ｴﾙﾎﾞｱﾀﾞﾌﾟﾀｰ13A×F3/4,,GDLA-13F3_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDLJ-13P1,GDLJ-13P1:ｴﾙﾎﾞｼﾞｮｲﾝﾄ,,GDLJ-13P1_Z.pdf,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDLJ-13P1A,GDLJ-13P1A:ｴﾙﾎﾞｼﾞｮｲﾝﾄ(ｱﾝｸﾞﾙ止水栓付),,GDLJ-13P1A_Z.pdf,,,,,,9,10,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDLJ-13P1B,GDLJ-13P1B:ｴﾙﾎﾞｼﾞｮｲﾝﾄ分岐用,,GDLJ-13P1B_Z.pdf,,,,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDLK-13,GDLK-13:ﾗﾝﾄﾞﾘｰ混合栓,,GDLK-13_Z.pdf,GDLK-13_T.pdf,GDLK-13_S.pdf,,,,28,31,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDLP-13,GDLP-13:ﾗﾝﾄﾞﾘｰﾌﾟﾗｸﾞ,,GDLP-13_Z.pdf,,GDLP-13_S.pdf,,,,20,21,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDLS-13,GDLS-13:ｴﾙﾎﾞｿｹｯﾄ13A×13A,,GDLS-13_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDLU-13G1,GDLU-13G1:ｴﾙﾎﾞﾕﾆｵﾝ13A×G1/2,,GDLU-13G1_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDMA-10C1,GDMA-10C1:ﾒｽﾈｼﾞｱﾀﾞﾌﾟﾀｰ10A×Rc1/2,,GDMA-10C1_Z.pdf,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDMH20-6B,GDMH20-6B:ﾏﾙﾁﾍｯﾀﾞｰ6P,,GDMH20-6B_Z.pdf,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDNA-C1F3,GDNA-C1F3:ﾈｼﾞ変換ｱﾀﾞﾌﾟﾀｰRc1/2×F3/4,,GDNA-C1F3_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDNA-GF3,GDNA-GF3:減圧弁用ﾌｧｽﾅｰｱﾀﾞﾌﾟﾀｰF3/4×G1,,GDNA-GF3_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDOA-10R1,GDOA-10R1:ｵｽﾈｼﾞｱﾀﾞﾌﾟﾀｰ10A×R1/2,,GDOA-10R1_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDOL-13R3,GDOL-13R3:ｵｽﾈｼﾞｴﾙﾎﾞ13A×R3/4,,GDOL-13R3_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDS-10,GDS-10:ｿｹｯﾄ10A×10A,,GDS-10_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSB3-22S,GDSB3-22S:水栓BOX 3型 S 22用,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSH20-3,GDSH20-3:ｼﾝｸﾞﾙﾍｯﾀﾞｰ3P,,GDSH20-3_Z.pdf,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSHT20-3,GDSHT20-3:ﾌﾟﾚﾊﾌﾞﾍｯﾀﾞｰ3P13×3P,,GDSHT20-3_Z.pdf,,,,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSJ-F3,GDSJ-F3:ﾍｯﾀﾞｰ接続ｼﾞｮｲﾝﾄF3/4×F3/4,,GDSJ-F3_Z.pdf,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSL-13P1H,GDSL-13P1H:水栓ﾎﾞｯｸｽ用ｴﾙﾎﾞ(標準用)13A×Rp1/2,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSL-13P1S,GDSL-13P1S:水栓ﾎﾞｯｸｽ3型ｴﾙﾎﾞ(S)13A×Rp1/2,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSP-F1,GDSP-F1:ｽﾄｯﾌﾟﾌﾟﾗｸﾞF1/2,,GDSP-F1_Z.pdf,,,,,,730,788,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSS-10,GDSS-10:背板固定止水栓10A,,GDSS-10_Z.pdf,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDSS-B,GDSS-B:分岐用背板固定止水栓(ｷｯﾁﾝ･洗面用),,GDSS-B_Z.pdf,,,,,,8,9,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDTS-13,GDTS-13:ﾁｰｽﾞｿｹｯﾄ13A×13A×13A,,GDTS-13_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDTSN-13,GDTSN-13:ﾃｽﾄﾌﾟﾗｸﾞﾈｼﾞﾀｲﾌﾟ13A,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDTSP-10,GDTSP-10:ﾃｽﾄﾌﾟﾗｸﾞｴｱ抜きﾀｲﾌﾟ10A,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDU-13G1,GDU-13G1:ﾕﾆｵﾝ継手13A×G1/2,,GDU-13G1_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDUL-13P1,GDUL-13P1:ﾕﾆｯﾄｴﾙﾎﾞ13A×Rp1/2,,GDUL-13P1_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDVA-13F1,GDVA-13F1:ﾊﾞﾙﾌﾞ付ﾌｧｽﾅｰｱﾀﾞﾌﾟﾀｰ13A×F1/2,,GDVA-13F1_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDVA-13F3,GDVA-13F3:ﾊﾞﾙﾌﾞ付ﾌｧｽﾅｰｱﾀﾞﾌﾟﾀｰ13A×F3/4,,GDVA-13F3_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDVA-13R1,GDVA-13R1:ﾊﾞﾙﾌﾞ付ｱﾀﾞﾌﾟﾀｰ13A×R1/2,,GDVA-13R1_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDVA-13R3,GDVA-13R3:ﾊﾞﾙﾌﾞ付ｱﾀﾞﾌﾟﾀｰ13A×R3/4,,GDVA-13R3_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDVAG-13G1,GDVAG-13G1:ﾊﾞﾙﾌﾞ付ｱﾀﾞﾌﾟﾀｰ(逆止付)13A×G1/2,,GDVAG-13G1_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDVJ2-R3,GDVJ2-R3:BVﾂｷﾆｯﾌﾟﾙR3/4×R3/4,,GDVJ2-R3_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDVSJ-F3,GDVSJ-F3:BVﾂｷｼﾞｮｲﾝﾄF3/4×F3/4,,GDVSJ-F3_Z.pdf,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYA-13P1,GDYA-13P1:床立上ｱﾀﾞﾌﾟﾀｰ13A×Rp1/2,,GDYA-13P1_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYA45-13P1,GDYA45-13P1:45°床立上ｱﾀﾞﾌﾟﾀｰ13A×Rp1/2,,GDYA45-13P1_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYK-000,GDYK-000:養生ｷｬｯﾌﾟ 床BOX用,,,,,,,,120,130,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYK-005,GDYK-005:養生ｷｬｯﾌﾟ 3型用,,,,,,,,120,130,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYKK-060L,GDYKK-060L:低床用固定金具 60mm,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYKK-150,GDYKK-150:床用固定金具 150mm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYKK-150H,GDYKK-150H:高床用固定金具150mm,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYKK3-040,GDYKK3-040:床用固定金具3 40mm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYS-13C1,GDYS-13C1:床用水栓ﾎﾞｯｸｽ用継手(床高さ200mm以上)13A×Rc1/2,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYS-13C1HL,GDYS-13C1HL:高低床用水栓ﾎﾞｯｸｽ用ｴﾙﾎﾞ(150mm以上､100~170mm)13A×Rc1/2,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYSB-22,GDYSB-22:床用水栓BOX 22用,,,,,,,,920,994,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYSB-22H,GDYSB-22H:高床用水栓BOX 22用,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDYSB-22L,GDYSB-22L:低床用水栓BOX 22用,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDZL-13P1,GDZL-13P1:座付給水栓ｴﾙﾎﾞ13A×Rp1/2,,GDZL-10P1_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GDZMA-13C1,GDZMA-13C1:座付ﾒｽﾈｼﾞｱﾀﾞﾌﾟﾀｰ13A×Rc1/2,,GDZMA-13C1_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEFA-16F1,GEFA-16F1:ﾌｧｽﾅｰｱﾀﾞﾌﾟﾀｰ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×F1/2,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEHV20-16,GEHV20-16:HIVP接続継手(ﾎﾟﾘﾌﾞﾃﾝ管専用)20A×16A,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEHVL20-16,GEHVL20-16:HIVPｴﾙﾎﾞ接続継手(ﾎﾟﾘﾌﾞﾃﾝ管専用)20A×16A,,,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GELA-16F3,GELA-16F3:ｴﾙﾎﾞﾌｧｽﾅｰｱﾀﾞﾌﾟﾀｰ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×F3/4,,,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GELS-16,GELS-16:ｴﾙﾎﾞｿｹｯﾄ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×16A,,,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GELU-16G3,GELU-16G3:ｴﾙﾎﾞﾕﾆｵﾝ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×G3/4,,,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEMA-16C1,GEMA-16C1:ﾒｽﾈｼﾞｱﾀﾞﾌﾟﾀｰ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×Rc1/2,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEOA-16R1,GEOA-16R1:ｵｽﾈｼﾞｱﾀﾞﾌﾟﾀｰ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×R1/2,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEOL-16R3,GEOL-16R3:ｵｽﾈｼﾞｴﾙﾎﾞ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×R3/4,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEP1B-13B,GEP1B-13#B:5mm保温ﾎﾟﾘﾌﾞﾃﾝ管13×60m水用,,,,,,,,44,47,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GES-16,GES-16:ｿｹｯﾄ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×16A,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GETS-16,GETS-16:ﾁｰｽﾞｿｹｯﾄ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×16A×16A,,,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEU-16G1,GEU-16G1:ﾕﾆｵﾝ継手(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×G1/2,,,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEVA-16F1,GEVA-16F1:ﾊﾞﾙﾌﾞ付ﾌｧｽﾅｰｱﾀﾞﾌﾟﾀｰ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×F1/2,,,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEVA-16R1,GEVA-16R1:ﾊﾞﾙﾌﾞ付ｱﾀﾞﾌﾟﾀｰ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×R1/2,,,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEVAG-16G1,GEVAG-16G1:ﾊﾞﾙﾌﾞ付ｱﾀﾞﾌﾟﾀｰ(逆止弁付)(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×G1/2,,,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEYA-16P1,GEYA-16P1:床立上ｱﾀﾞﾌﾟﾀｰ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×Rp1/2,,,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GEZL-16P1,GEZL-16P1:座付給水栓ｴﾙﾎﾞ(ﾎﾟﾘﾌﾞﾃﾝ管専用)16A×Rp1/2,,,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK3GE-2,GEﾊﾝﾄﾞﾙ 青･赤ｷｬｯﾌﾟ付,,,,,,,,530,572,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK3GE,GEﾊﾝﾄﾞﾙ用 青ｷｬｯﾌﾟ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GKF-1B,GKF-1B:表示ﾌﾟﾚｰﾄ台所青,,,,,,,,70,76,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK3GL-2,GLﾊﾝﾄﾞﾙ用 ｷｬｯﾌﾟ青･赤,,,,,,,,280,302,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK3GL,GLﾊﾝﾄﾞﾙ用 青ｷｬｯﾌﾟ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GS-107,GS-107:水栓ﾚﾝﾁ,,,,,,,,350,378,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GS-109,GS-109:水栓ｽﾊﾟﾅ,,,,,,,,420,454,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GS-110,GS-110:固定座金,,,,,,,,420,454,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GS-115-10AS,GS-115-10AS:樹脂管ｶﾞｲﾄﾞ10,,,,,,,,900,972,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GS4-111,GS4-111:調整座金,,,,,,,,300,324,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GS4-113,GS4-113:取出ｶﾞｲﾄﾞ,,,,,,,,330,356,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GS4N-106,GS4N-106:水栓ｽﾍﾟｰｻ,,,,,,,,140,151,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GS4N-25NO,GS4N-25NO:水栓ｼﾞｮｲﾝﾄﾎﾞｯｸｽ,,,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
GSTC-2210H-B,GSTC-2210H-B:遮断ｷｬｯﾌﾟ22ﾌﾞﾙ‐,,,,,,,,400,432,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK1W85GT-2,GTﾊﾝﾄﾞﾙｷｬｯﾌﾟ青,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK1W85S-3,GTﾊﾝﾄﾞﾙ青､赤ｷｬｯﾌﾟ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC115ABG2,HC115ABG2:ｼｬﾜｰﾎｰｽ,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC115BG2,HC115BG2:ｼｬﾜｰﾎｰｽ組,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC115DW,HC115DW:ｼｬﾜｰﾎｰｽ組,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC150ADW,HC150ADW:ｼｬﾜｰﾎｰｽ組,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC16DW,HC16DW:ｼｬﾜｰﾍｯﾄﾞ組,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC18BG2,HC18BG2:ｼｬﾜｰﾍｯﾄﾞ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC18DW,HC18DW:ｼｬﾜｰﾍｯﾄﾞ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC52DW,HC52DW:ｼｬﾜｰﾍｯﾄﾞ組,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC52M,HC52M:ｼｬﾜｰﾍｯﾄﾞ組,,,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC874-90,HC874-90:ｽﾗｲﾄﾞﾊﾝｶﾞ-,,,,,,,,15,16,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC956,HC956:ｼｬﾜｰﾊﾝｶﾞｰ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC970DW,HC970DW:ｼｬﾜｰﾊﾝｶﾞｰ(2ｹ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC972DW,HC972DW:ｼｬﾜｰﾊﾝｶﾞｰ(2ｺ),,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
HC976BG,HC976BG:ｼｬﾜｰﾊﾝｶﾞｰ,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112,K112-13-C:ｱﾝｸﾞﾙ止水栓,,LK112_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112K60,K112-13-K60:ｱﾝｸﾞﾙ形止水栓13Rc1/2×PJ1/2,,LK112K60_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112K68,K112-13-K68:止水栓,,LK112K68_Z.pdf,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112K84,K112-13-K84:ｱﾝｸﾞﾙ止水栓(銅管･袋ﾅｯﾄなし),,LK112K84_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112H,K112H-13-C:ｱﾝｸﾞﾙ止水栓(ﾄﾞﾗｲﾊﾞｰ式),,LK112H_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112HK68,K112H-13-K68:ｱﾝｸﾞﾙ止水栓(ｿｹｯﾄ･銅管･袋ﾅｯﾄなし･ﾄﾞﾗｲﾊﾞｰ式),,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112HK84,K112H-13-K84:ｱﾝｸﾞﾙ形止水栓13,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112L,K112L-13-C:ｱﾝｸﾞﾙ形止水栓13R1/2×φ12.7,,LK112L_Z.pdf,,,,,,3,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112W,K112N-13-C:ｱﾝｸﾞﾙ止水栓･寒冷地用水抜き付,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112WK68,K112N-13-K68:ｱﾝｸﾞﾙ止水栓(ｿｹｯﾄ･銅管なし･袋ﾅｯﾄなし),,LK112K60_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112WK84,K112N-13-K84:ｱﾝｸﾞﾙ止水栓(ｿｹｯﾄ･銅管なし),,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK112WH,K112NH-13-C:ｱﾝｸﾞﾙ止水栓ﾄﾞﾗｲﾊﾞｰ式,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK150CP,K150CP3-13:洗濯機用水栓ｾﾙﾌｽﾄｯﾊﾟｰ付,,LK150CP_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK165A,K165A:ｱﾝｸﾞﾙ形止水栓13E-止水栓,,LK165A_Z.pdf,,,LK165A_B.pdf,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK165C,K165C:ｱﾝｸﾞﾙ形止水栓13E-止水栓,,LK165C_Z.pdf,,,LK165B_B.pdf,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK182,K182-13-C:ｽﾄﾚｰﾄ形止水栓,,,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK182K68,K182-13-K68:止水栓,,LK182K68_Z.pdf,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK182K84,K182-13-K84:止水栓(銅管･袋ﾅｯﾄなし),,,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK182H,K182H-13-C:ｽﾄﾚｰﾄ形止水栓13R1/2×PJ1/2(ﾄﾞﾗｲﾊﾞｰ式),,,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK182HK68,K182H-13-K68:ｽﾄﾚｰﾄ形止水栓13Rc1/2×PJ1/2,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK182HK84,K182H-13-K84:ｽﾄﾚｰﾄ形止水栓13R1/2×PJ1/2,,,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK182LK84,K182L-13-K84:ｽﾄﾚｰﾄ形止水栓13R1/2×PJ1/2,,,,,,,,8,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LKB112,KB112-13-C:ｱﾝｸﾞﾙ形止水栓(13･),,LK112_Z.pdf,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LKB112W,KB112N-13-C:ｱﾝｸﾞﾙ形止水栓(13･)寒冷地用水抜き付,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LKB182,KB182-13-C:ｽﾄﾚｰﾄ形止水栓,,,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z511CP,KF112G用ﾊﾟｲﾌﾟ先端部一式,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
