番号,品番,品名,希望小売価格,税込,品番,分解図,備考,削除
18,Z668B,ソケットセット,14000,15400,KF750(W),KF750(W)_B.png,,
19,ZKF1B,送り座,2130,2350,KF750(W),KF750(W)_B.png,,
20,Z674B,ソケットカバー,1400,1540,KF750(W),KF750(W)_B.png,,
21,ZKF80,シャワーホース接続パッキン,70,80,KF750(W),KF750(W)_B.png,,
,寒冷地用(KF750W),,,,KF750(W),KF750(W)_B.png,,
22,Z633,水抜きジョイントセット,1690,1860,KF750(W),KF750(W)_B.png,,
1,ZK1F770,切換ハンドルセット,1010,1070,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
2,ZK3F770,キャップ,280,310,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
3,Z413677,切換カラー（シャワー）,440,490,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
4,Z413933,止水カラー（混合栓）,440,490,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
5,Z413267,ナット（シャワー）,410,460,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
6,PZ669,切換弁ユニット（シャワー）,4450,4680,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
7,Z669MN,止水弁ユニット(混合栓）,4400,4840,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
8,Z77F,サーモスタットカートリッジ,6500,6830,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
9,Z413669,温調側ナット,570,630,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
10,Z414806,セレーションリング,170,190,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
11,Z413676,温調カラー,440,490,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
12,Z413690,ノッチカラー,170,190,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
13,ZK1T770,温調ハンドルセット,1500,1580,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
14,ZK3T770,キャップ,280,310,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
15,PZ511-15,吐水口,2200,2310,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
16,Z511CP,吐水口先端部一式,2000,2100,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
17,PZ511CP3,整流器キャップセット,900,950,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
18,PZ42,パッキンセット,240,260,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
19,ZK121-13,Xパッキン,100,110,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
20,PZ76J,シャワーエルボ,1750,1840,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
21,ZKF80,シャワーホース接続パッキン,70,80,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
22,Z402,逆止弁,740,780,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
23,PZKF79-15,ソケット部接続パッキン(2ヶ入),170,180,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
24,Z673,流量調節止水弁,1240,1370,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
25,Z668,ソケットセット,10800,11900,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
26,ZKF1,送り座,510,540,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
27,Z674,ソケットカバー,1400,1540,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
,KF770HB仕様,,,,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
28,Z66T,ベンリークランクソケット,12000,12000,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
,寒冷地用(KF770W・KF770WHB・KM770W),,,,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
29,Z633,水抜きジョイントセット,1690,1860,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
,寒冷地用(KF770WHB),,,,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
30,Z66TW,ベンリークランクソケット,15600,15600,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
31,Z403,水抜きスピンドル,440,490,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
※,混合栓（ＫＭ）には、Z413267は付いておりません。,,,,KF770(W)・KF770(W)HB・KM770(W),KF770(W)_B.png,,
1,ZK1F770G2,切換ハンドルセット,1520,1600,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
2,ZK3F770G2,キャップ,780,860,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
3,Z414170,切換カラー（シャワー）,790,870,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
4,Z414171,止水カラー（混合栓）,440,490,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
5,Z413267,ナット（シャワー）,410,460,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
6,PZ669,切換弁ユニット（シャワー）,4450,4680,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
7,Z669MN,止水弁ユニット(混合栓）,4400,4840,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
8,Z77F,サーモスタットカートリッジ,6500,6830,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
9,Z413669,温調側ナット,570,630,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
10,Z414806,セレーションリング,170,190,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
11,Z414169,温調カラー,790,870,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
12,Z413690,ノッチカラー,170,190,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
13,ZK1T770G2,温調ハンドルセット,2000,2100,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
14,ZK3T770G2,キャップ,780,860,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
15,ZK121-13,Xパッキン,100,110,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
16,Z38324,吐水口,5250,5520,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
17,Z520CP4,吐水口先端部一式,1070,1130,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
18,Z76JG,シャワーエルボ,1750,1840,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
19,ZKF80,シャワーホース接続パッキン,70,80,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
20,Z402,逆止弁,740,780,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
21,PZKF79-15,ソケット部接続パッキン(2ヶ入),170,180,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
22,Z673,流量調節止水弁,1240,1370,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
23,Z668,ソケットセット,10800,11900,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
24,ZKF1,送り座,510,540,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
25,Z674B,ソケットカバー,1400,1540,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
,KF770TC・KM770TC仕様,,,,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
26,Z819-15,吐水口,4350,4570,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
27,Z819BCP,吐水口先端部一式,2000,2100,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
,KF770TN仕様,,,,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
28,Z38324-8,吐水口,5060,5320,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
29,Z520CP,吐水口先端部一式,1070,1180,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
,寒冷地用(KF770WT・KF770WTC・KF770WTN・KF770WTHB・KM770WT（C)),,,,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
30,Z633,水抜きジョイントセット,1690,1860,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
,KF770THB仕様,,,,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
31,Z66T,ベンリークランクソケット,12000,12000,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
,KF770WTHB仕様,,,,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
32,Z66TW,ベンリークランクソケット,15600,15600,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
33,Z403,水抜きスピンドル,440,490,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
※,混合栓（ＫＭ）には、Z413267は付いておりません。,,,,KF770(W)T・KF770(W)TC・KF770(W)TN・KF770(W)THB・KM770(W)T(C),KF770(W)T_B.png,,
1,ZK1F770,切換ハンドルセット,1010,1070,KF770(W)U,KF770(W)U_B.png,,
2,ZK3F770,キャップ,280,310,KF770(W)U,KF770(W)U_B.png,,
3,Z413677,切換カラー,440,490,KF770(W)U,KF770(W)U_B.png,,
4,Z413267,ナット,410,460,KF770(W)U,KF770(W)U_B.png,,
5,PZ669,切換弁ユニット,4450,4680,KF770(W)U,KF770(W)U_B.png,,
6,Z77F,サーモスタットカートリッジ,6500,6830,KF770(W)U,KF770(W)U_B.png,,
7,Z413669,温調側ナット,570,630,KF770(W)U,KF770(W)U_B.png,,
8,Z414806,セレーションリング,170,190,KF770(W)U,KF770(W)U_B.png,,
9,Z413676,温調カラー,440,490,KF770(W)U,KF770(W)U_B.png,,
10,Z413690,ノッチカラー,170,190,KF770(W)U,KF770(W)U_B.png,,
11,ZK1T770,温調ハンドルセット,1500,1580,KF770(W)U,KF770(W)U_B.png,,
12,ZK3T770,キャップ,280,310,KF770(W)U,KF770(W)U_B.png,,
13,PZ511-15,吐水口,2200,2310,KF770(W)U,KF770(W)U_B.png,,
14,Z511CP,吐水口先端部一式,2000,2100,KF770(W)U,KF770(W)U_B.png,,
15,PZ511CP3,整流器キャップセット,900,950,KF770(W)U,KF770(W)U_B.png,,
16,PZ42,パッキンセット,240,260,KF770(W)U,KF770(W)U_B.png,,
17,ZK121-13,Xパッキン,100,110,KF770(W)U,KF770(W)U_B.png,,
18,PZ76J,シャワーエルボ,1750,1840,KF770(W)U,KF770(W)U_B.png,,
19,ZKF80,シャワーホース接続パッキン,70,80,KF770(W)U,KF770(W)U_B.png,,
20,Z402,逆止弁,740,780,KF770(W)U,KF770(W)U_B.png,,
21,PZKF79-15,ソケット接続部パッキン(2ヶ入),170,180,KF770(W)U,KF770(W)U_B.png,,
22,Z673,流量調節止水弁,1240,1370,KF770(W)U,KF770(W)U_B.png,,
23,Z844,ソケットセット,9700,10200,KF770(W)U,KF770(W)U_B.png,,
24,ZK16,パッキン,60,70,KF770(W)U,KF770(W)U_B.png,,
25,Z411489,アタッチメントセット,980,1080,KF770(W)U,KF770(W)U_B.png,,
26,Z42349,パッキン,100,110,KF770(W)U,KF770(W)U_B.png,,
27,PZ411487,アタッチメントセット,660,900,KF770(W)U,KF770(W)U_B.png,,
28,Z42350,パッキン,130,150,KF770(W)U,KF770(W)U_B.png,,
,寒冷地用(KF770WU),,,,KF770(W)U,KF770(W)U_B.png,,
29,Z633,水抜きジョイントセット,1690,1860,KF770(W)U,KF770(W)U_B.png,,
1,ZK1F780,切換ハンドルセット,1010,1120,KF780(W)・KF780(W)T,KF780(W)_B.png,,
2,ZK3F780,キャップ,280,310,KF780(W)・KF780(W)T,KF780(W)_B.png,,
3,Z415311,切換カラー,440,490,KF780(W)・KF780(W)T,KF780(W)_B.png,,
4,Z413267,ナット,410,460,KF780(W)・KF780(W)T,KF780(W)_B.png,,
5,PZ669,切換弁ユニット,4450,4680,KF780(W)・KF780(W)T,KF780(W)_B.png,,
6,Z77F,サーモスタットカートリッジ,6500,6830,KF780(W)・KF780(W)T,KF780(W)_B.png,,
7,Z413669,温調側ナット,570,630,KF780(W)・KF780(W)T,KF780(W)_B.png,,
8,Z414806,セレーションリング,170,190,KF780(W)・KF780(W)T,KF780(W)_B.png,,
9,Z415309,温調カラー,440,490,KF780(W)・KF780(W)T,KF780(W)_B.png,,
10,Z415300,ノッチカラー,170,190,KF780(W)・KF780(W)T,KF780(W)_B.png,,
11,ZK1T780,温調ハンドルセット,1500,1580,KF780(W)・KF780(W)T,KF780(W)_B.png,,
12,Z5117-15,吐水口,2180,2290,KF780(W)・KF780(W)T,KF780(W)_B.png,,
13,Z5217CP,吐水口先端部一式,1970,2070,KF780(W)・KF780(W)T,KF780(W)_B.png,,
14,PZ511CP3,整流器キャップセット,900,950,KF780(W)・KF780(W)T,KF780(W)_B.png,,
15,PZ42,パッキンセット,240,260,KF780(W)・KF780(W)T,KF780(W)_B.png,,
16,ZK121-13,Xパッキン,100,110,KF780(W)・KF780(W)T,KF780(W)_B.png,,
17,PZ76J,シャワーエルボ,1750,1840,KF780(W)・KF780(W)T,KF780(W)_B.png,,
18,ZKF80,シャワーホース接続パッキン,70,80,KF780(W)・KF780(W)T,KF780(W)_B.png,,
19,Z402,逆止弁,740,780,KF780(W)・KF780(W)T,KF780(W)_B.png,,
20,PZKF79-15,ソケット部接続パッキン(2ヶ入),170,180,KF780(W)・KF780(W)T,KF780(W)_B.png,,
21,Z673,流量調節止水弁,1240,1370,KF780(W)・KF780(W)T,KF780(W)_B.png,,
22,Z668,ソケットセット,10800,11900,KF780(W)・KF780(W)T,KF780(W)_B.png,,
23,ZKF1,送り座,510,540,KF780(W)・KF780(W)T,KF780(W)_B.png,,
24,Z674,ソケットカバー,1400,1540,KF780(W)・KF780(W)T,KF780(W)_B.png,,
,寒冷地用(KF780W・KF780WT),,,,KF780(W)・KF780(W)T,KF780(W)_B.png,,
25,Z633,水抜きジョイントセット,1690,1860,KF780(W)・KF780(W)T,KF780(W)_B.png,,
,KF780T仕様,,,,KF780(W)・KF780(W)T,KF780(W)_B.png,,
26,ZK1F780G,切換ハンドルセット,1520,1680,KF780(W)・KF780(W)T,KF780(W)_B.png,,
27,ZK3F235,キャップ,440,490,KF780(W)・KF780(W)T,KF780(W)_B.png,,
28,Z415312,切換カラー,440,490,KF780(W)・KF780(W)T,KF780(W)_B.png,,
29,Z415310,温調カラー,440,490,KF780(W)・KF780(W)T,KF780(W)_B.png,,
30,ZK1T780G,温調ハンドルセット,2000,2100,KF780(W)・KF780(W)T,KF780(W)_B.png,,
31,Z38324,吐水口,5250,5520,KF780(W)・KF780(W)T,KF780(W)_B.png,,
32,Z520CP4,吐水口先端部一式,1070,1130,KF780(W)・KF780(W)T,KF780(W)_B.png,,
33,Z76JG,シャワーエルボ,1750,1840,KF780(W)・KF780(W)T,KF780(W)_B.png,,
34,Z674B,ソケットカバー,1400,1540,KF780(W)・KF780(W)T,KF780(W)_B.png,,
1,ZK1T820,温調ハンドルセット,2010,2120,KF820(Z),KF820(Z)_B.png,,
2,ZK3T820,キャップ,430,460,KF820(Z),KF820(Z)_B.png,,
3,Z36971,温調カラー,830,880,KF820(Z),KF820(Z)_B.png,,
4,Z411426,固定リング,530,590,KF820(Z),KF820(Z)_B.png,,
5,Z411427,固定ナット,830,920,KF820(Z),KF820(Z)_B.png,,
6,Z412113,温調ボンネットユニット,1790,1970,KF820(Z),KF820(Z)_B.png,,
7,Z412119,スペーサ,580,640,KF820(Z),KF820(Z)_B.png,,
8,PZ625B,サーモスタットカートリッジ,7400,7770,KF820(Z),KF820(Z)_B.png,,
9,ZK1F820,切換ハンドルセット,1490,1640,KF820(Z),KF820(Z)_B.png,,
10,ZK3F820,キャップ,330,370,KF820(Z),KF820(Z)_B.png,,
11,Z413267,切換側ナット,410,460,KF820(Z),KF820(Z)_B.png,,
12,PZ669,切換弁ユニット,4450,4680,KF820(Z),KF820(Z)_B.png,,
13,Z412115,固定リング,110,130,KF820(Z),KF820(Z)_B.png,,
14,Z520CP,吐水口先端部一式,1070,1180,KF820(Z),KF820(Z)_B.png,,
15,Z25306,カバーA,2480,2730,KF820(Z),KF820(Z)_B.png,,
16,Z25307,カバーB,1780,1960,KF820(Z),KF820(Z)_B.png,,
17,Z25308,カバーC,660,700,KF820(Z),KF820(Z)_B.png,,
18,Z923,ナットセット,70,80,KF820(Z),KF820(Z)_B.png,,
19,PZKF79-15,ソケット部接続パッキン(2ヶ入),170,180,KF820(Z),KF820(Z)_B.png,,
20,PZ573,逆止弁,740,820,KF820(Z),KF820(Z)_B.png,,
21,Z412117,止水栓ユニット,1380,1450,KF820(Z),KF820(Z)_B.png,,
22,Z41449,シートパッキン,70,80,KF820(Z),KF820(Z)_B.png,,
23,PZK105,立水栓菊座ナットセット,370,390,KF820(Z),KF820(Z)_B.png,,
24,Z412132,固定リング,200,210,KF820(Z),KF820(Z)_B.png,,
25,ZKF80,シャワーホース接続パッキン,70,80,KF820(Z),KF820(Z)_B.png,,
,寒冷地用(KF820Z),,,,KF820(Z),KF820(Z)_B.png,,
26,Z403,水抜きスピンドル,440,490,KF820(Z),KF820(Z)_B.png,,
1,ZK1W86GD,止水ハンドルセット(水側),7100,7810,KM77,KM77_B.png,,
2,ZK1W86RGD,止水ハンドルセット(湯側),7100,7810,KM77,KM77_B.png,,
3,ZK3W86,青キャップ,520,580,KM77,KM77_B.png,,
4,ZK3W86R,赤キャップ,520,580,KM77,KM77_B.png,,
5,Z42198,丸小ねじ,80,90,KM77,KM77_B.png,,
6,Z546G,ハンドル部カバーフランジセット,3720,4100,KM77,KM77_B.png,,
7,Z48362,スペーサセット,290,320,KM77,KM77_B.png,,
8,Z463K,止水ボンネットユニット,1750,1840,KM77,KM77_B.png,,
9,PZK127,水栓上部パッキンセット,180,190,KM77,KM77_B.png,,
10,Z552P,吐水口,16800,16800,KM77,KM77_B.png,,
11,Z520CP,吐水口先端部一式,1070,1180,KM77,KM77_B.png,,
12,Z557,吐水口カバーフランジセット,3030,3340,KM77,KM77_B.png,,
13,Z44341,丸皿小ねじ,70,80,KM77,KM77_B.png,,
14,Z487PK,パッキンセット,180,200,KM77,KM77_B.png,,
15,ZKM112FS,締付フランジセット,1440,1520,KM77,KM77_B.png,,
16,ZKM111UN,ユニオンニップルナット,1850,2040,KM77,KM77_B.png,,
※,ユニオン仕様と銅管仕様では本体が異なります。,,,,KM77,KM77_B.png,,
,ZKM111UN(ユニオンニップルナット）は、銅管仕様の本体には接続できません。,,,,KM77,KM77_B.png,,
1,ZK1W86B2,止水ハンドルセット(水側),3070,3380,KM79,KM79_B.png,,
2,ZK1W86RB2,止水ハンドルセット(湯側),3070,3380,KM79,KM79_B.png,,
3,ZK3W86B,青キャップ,680,750,KM79,KM79_B.png,,
4,ZK3W86RB,赤キャップ,680,750,KM79,KM79_B.png,,
5,Z42198,丸小ねじ,80,90,KM79,KM79_B.png,,
6,Z546GB,ハンドル部カバーフランジセット,4280,4710,KM79,KM79_B.png,,
7,Z48362,スペーサセット,290,320,KM79,KM79_B.png,,
8,Z463K,止水ボンネットユニット,1750,1840,KM79,KM79_B.png,,
9,PZK127,水栓上部パッキンセット,180,190,KM79,KM79_B.png,,
10,Z486PB,吐水口,14600,16100,KM79,KM79_B.png,,
11,ZK66AB,吐水口先端部一式,1380,1520,KM79,KM79_B.png,,
12,Z487B,吐水口カバーフランジセット,3830,4220,KM79,KM79_B.png,,
13,Z44341,丸皿小ねじ,70,80,KM79,KM79_B.png,,
14,Z487PK,パッキンセット,180,200,KM79,KM79_B.png,,
15,ZKM112FS,締付フランジセット,1440,1520,KM79,KM79_B.png,,
16,ZKM111UN,ユニオンニップルナット,1850,2040,KM79,KM79_B.png,,
※,ユニオン仕様と銅管仕様では本体が異なります。,,,,KM79,KM79_B.png,,
,ZKM111UN(ユニオンニップルナット）は、銅管仕様の本体には接続できません。,,,,KM79,KM79_B.png,,
1,PZK1GEL-2,GELハンドルセット,1400,1470,KM85GEL・KM85GT,KM85GEL_B.png,,
2,PZK3GE-2,キャップセット(湯・水）,500,530,KM85GEL・KM85GT,KM85GEL_B.png,,
3,Z42198,丸小ねじ,80,90,KM85GEL・KM85GT,KM85GEL_B.png,,
4,ZK179FS2,ハンドル部カバーフランジセット,2420,2550,KM85GEL・KM85GT,KM85GEL_B.png,,
5,Z48362,スペーサセット,290,320,KM85GEL・KM85GT,KM85GEL_B.png,,
6,PZK127,水栓上部パッキンセット,180,190,KM85GEL・KM85GT,KM85GEL_B.png,,
7,Z240K,止水ボンネットユニット,1070,1130,KM85GEL・KM85GT,KM85GEL_B.png,,
8,Z486P,吐水口,11300,11900,KM85GEL・KM85GT,KM85GEL_B.png,,
9,ZK66A,吐水口先端部一式,1070,1130,KM85GEL・KM85GT,KM85GEL_B.png,,
10,Z487,吐水口カバーフランジセット,2950,3100,KM85GEL・KM85GT,KM85GEL_B.png,,
11,Z44341,丸皿小ねじ,70,80,KM85GEL・KM85GT,KM85GEL_B.png,,
12,Z487PK,パッキンセット,180,200,KM85GEL・KM85GT,KM85GEL_B.png,,
13,ZKM112FS,締付フランジセット,1440,1520,KM85GEL・KM85GT,KM85GEL_B.png,,
14,ZKM111UN,ユニオンニップルナット,1850,2040,KM85GEL・KM85GT,KM85GEL_B.png,,
,KM85GT仕様,,,,KM85GEL・KM85GT,KM85GEL_B.png,,
15,ZK1W85GT,ハンドルセット(水側）,2430,2560,KM85GEL・KM85GT,KM85GEL_B.png,,
16,ZK1W85GTR,ハンドルセット(湯側）,2430,2680,KM85GEL・KM85GT,KM85GEL_B.png,,
17,ZK3W85GT,青キャップ,1020,1080,KM85GEL・KM85GT,KM85GEL_B.png,,
18,ZK3W85GTR,赤キャップ,1020,1080,KM85GEL・KM85GT,KM85GEL_B.png,,
※,ユニオン仕様と銅管仕様では本体が異なります。,,,,KM85GEL・KM85GT,KM85GEL_B.png,,
,ZKM111UN(ユニオンニップルナット）は、銅管仕様の本体には接続できません。,,,,KM85GEL・KM85GT,KM85GEL_B.png,,
1,ZK1W86,止水ハンドルセット(水側),2370,2610,KM86・KM86M,KM86_B.png,,
2,ZK1W86R,止水ハンドルセット(湯側),2370,2610,KM86・KM86M,KM86_B.png,,
3,ZK3W86,青キャップ,520,580,KM86・KM86M,KM86_B.png,,
4,ZK3W86R,赤キャップ,520,580,KM86・KM86M,KM86_B.png,,
5,Z546G,ハンドル部カバーフランジセット,3720,4100,KM86・KM86M,KM86_B.png,,
6,Z48362,スペーサセット,290,320,KM86・KM86M,KM86_B.png,,
7,Z463K,止水ボンネットユニット,1750,1840,KM86・KM86M,KM86_B.png,,
8,PZK127,水栓上部パッキンセット,180,190,KM86・KM86M,KM86_B.png,,
9,Z552P,吐水口,16800,16800,KM86・KM86M,KM86_B.png,,
10,Z520CP,吐水口先端部一式,1070,1180,KM86・KM86M,KM86_B.png,,
11,Z557,吐水口カバーフランジセット,3030,3340,KM86・KM86M,KM86_B.png,,
12,Z487PK,パッキンセット,180,200,KM86・KM86M,KM86_B.png,,
13,ZKM112FS,締付フランジセット,1440,1520,KM86・KM86M,KM86_B.png,,
14,ZKM111UN,ユニオンニップルナット,1850,2040,KM86・KM86M,KM86_B.png,,
,KM86M仕様,,,,KM86・KM86M,KM86_B.png,,
15,Z546,ハンドル部カバーフランジセット,2480,2730,KM86・KM86M,KM86_B.png,,
16,Z549P,吐水口,13800,13800,KM86・KM86M,KM86_B.png,,
17,Z487,吐水口カバーフランジセット,2950,3100,KM86・KM86M,KM86_B.png,,
※,ユニオン仕様と銅管仕様では本体が異なります。,,,,KM86・KM86M,KM86_B.png,,
,ZKM111UN(ユニオンニップルナット）は、銅管仕様の本体には接続できません。,,,,KM86・KM86M,KM86_B.png,,
18,Z32624,吐水口,11300,11300,KM86・KM86M,KM86_B.png,,
1,ZK1W87,止水ハンドルセット(水側),1190,1310,KM87,KM87_B.png,,
2,ZK1W87R,止水ハンドルセット(湯側),1190,1310,KM87,KM87_B.png,,
3,ZK3W87,青キャップ,340,360,KM87,KM87_B.png,,
4,ZK3W87R,赤キャップ,340,360,KM87,KM87_B.png,,
5,Z42198,丸小ねじ,80,90,KM87,KM87_B.png,,
6,Z546,ハンドル部カバーフランジセット,2480,2730,KM87,KM87_B.png,,
7,Z48362,スペーサセット,290,320,KM87,KM87_B.png,,
8,Z463K,止水ボンネットユニット,1750,1840,KM87,KM87_B.png,,
9,PZK127,水栓上部パッキンセット,180,190,KM87,KM87_B.png,,
10,Z464AP,吐水口,11900,12500,KM87,KM87_B.png,,
11,ZK66A,吐水口先端部一式,1070,1130,KM87,KM87_B.png,,
12,Z487L,吐水口カバーフランジセット,2950,3250,KM87,KM87_B.png,,
13,Z44341,丸皿小ねじ,70,80,KM87,KM87_B.png,,
14,Z487PK,パッキンセット,180,200,KM87,KM87_B.png,,
15,ZKM112FS,締付フランジセット,1440,1520,KM87,KM87_B.png,,
16,ZKM111UN,ユニオンニップルナット,1850,2040,KM87,KM87_B.png,,
※,ユニオン仕様と銅管仕様では本体が異なります。,,,,KM87,KM87_B.png,,
,ZKM111UN(ユニオンニップルナット）は、銅管仕様の本体には接続できません。,,,,KM87,KM87_B.png,,
1,ZK1W89,止水ハンドルセット(水側),1010,1120,KM89,KM89_B.png,,
2,ZK1W89R,止水ハンドルセット(湯側),1010,1600,KM89,KM89_B.png,,
3,ZK3W89,青キャップ,240,240,KM89,KM89_B.png,,
4,ZK3W89R,赤キャップ,240,270,KM89,KM89_B.png,,
5,Z42198,丸小ねじ,80,90,KM89,KM89_B.png,,
6,ZK179FS2,ハンドル部カバーフランジセット,2420,2550,KM89,KM89_B.png,,
7,Z48362,スペーサセット,290,320,KM89,KM89_B.png,,
8,PZK127,水栓上部パッキンセット,180,190,KM89,KM89_B.png,,
9,Z463K,止水ボンネットユニット,1750,1840,KM89,KM89_B.png,,
10,Z464AP,吐水口,11900,12500,KM89,KM89_B.png,,
