番号,品番,品名,希望小売価格,税込,品番,分解図,備考,削除
27,Z483MN,逆止弁,1540,1617,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
28,Z41449,シートパッキン,80,84,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
29,PZK105,立水栓菊座ナットセット,390,410,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
30,PZKF66N,シャワーエルボ,2000,2100,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
31,Z6502,減圧装置,6550,6878,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
32,Z412658,オリフィスパッキン,90,95,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
,寒冷地用(KF771ZT・KF771ZTR2(3)・KF771ZTS2・KM771ZT),,,,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
33,Z38236,カバー,5440,5712,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
34,Z411339,逆止弁,4280,4494,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
35,Z411342,キャップ,390,410,KF771(Z)T・KF771(Z)TR2・KF771(Z)TR3・KM771(Z)T・KF771(Z)TS2,KF771(Z)T_B.png,,
1,ZK1F780,切替ハンドルセット　白,1120,1176,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
2,ZK3F780,キャップ　白,310,326,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
3,Z413267,切替側ナット,460,483,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
4,PZ669,切替弁ユニット,4680,4914,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
5,Z77F,サーモスタットカートリッジ,6830,7172,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
6,Z413669,温調側ナット,630,662,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
7,Z414806,セレーションリング,190,200,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
8,Z415300,ノッチカラー,190,200,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
9,ZK1T780,温調ハンドルセット　白,1580,1659,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
10,Z5217-19,吐水口,4550,4778,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
11,Z5217CP,吐水口先端部一式,2070,2174,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
12,PZ511CP3,整流器キャップセット,950,998,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
13,PZ42,パッキンセット,260,273,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
14,ZK121-13,Xパッキン,110,116,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
15,Z411459,吐水口ジョイント,480,504,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
16,Z38221,温調カラー　白,490,515,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
17,Z38220,カバー,5440,5712,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
18,Z38222,切替カラー　白,490,515,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
19,Z413674,メンテナンスカバー,580,609,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
20,PZKF66J,シャワーエルボ　白,2090,2195,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
21,ZKF80,シャワーホース接続パッキン,80,84,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
22,Z411205,ストレーナ付止水栓ユニット,1680,1764,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
23,Z483MN,逆止弁,1540,1617,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
24,Z41449,シートパッキン,80,84,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
25,PZK105,立水栓菊座ナットセット,390,410,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
,KF781T仕様,,,,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
26,ZK1F780G,切替ハンドルセット　メッキ,1680,1764,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
27,ZK3F235,キャップ　メッキ,490,515,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
28,ZK1T780G,温調ハンドルセット　メッキ,2100,2205,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
29,Z38322H-19,吐水口,6200,6510,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
30,Z520CP,吐水口先端部一式,1180,1239,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
31,Z38230,温調カラー　グレー,490,515,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
32,Z38231,切替カラー　グレー,490,515,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
33,ZKF66BJ,シャワーエルボ　グレー,2060,2163,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
,寒冷地用(KF781Z・KF781ZT),,,,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
34,Z38236,カバー,5440,5712,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
35,Z411339,逆止弁,4280,4494,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
36,Z413769,キャップ　白,390,410,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
37,Z411342,キャップ　グレー,390,410,KF781(Z)・KF781(Z)T,KF781(Z)_B.png,,
1,ZK1F800,切替ハンドルセット,1120,1176,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
2,ZK3F780,キャップ,310,326,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
3,Z39695,切替カラー(シャワー),490,515,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
4,Z415370,切替固定ナット,820,861,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
5,Z695A,切替弁ユニット(シャワー),3960,4158,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
6,Z88F,サーモスタットカートリッジ,6790,7130,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
7,Z415595,温調固定ナット,570,599,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
8,Z39694,温調カラー,490,515,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
9,ZK1T800,温調ハンドルセット,1580,1659,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
10,Z5117-15,吐水口,2290,2405,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
11,Z5117-24,吐水口,2890,3035,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
12,Z5117-30,吐水口,3470,3644,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
13,Z5217CP,吐水口先端部一式,2070,2174,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
14,PZ511CP3,整流器キャップセット,950,998,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
15,PZ42,パッキンセット,260,273,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
16,ZK121-13,Xパッキン,110,116,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
17,PZ76J,シャワーエルボ,1840,1932,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
18,ZKF80,シャワーホース接続パッキン,80,84,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
19,Z402JC,逆止弁（水側）,780,819,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
20,Z402JH,逆止弁（湯側）,780,819,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
21,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
22,Z673,ストレーナ付流量調節止水弁,1370,1439,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
23,Z668,ソケットセット,11900,12495,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
24,ZKF1,送り座,540,567,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
25,Z674B2,ソケットカバー,1540,1617,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
,寒冷地用(KF800W・KF800WR2(3)・KF800WS2・KM800W),,,,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
26,Z403,水抜きスピンドル,490,515,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
,KF800F・KM800仕様,,,,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
27,Z340035,止水カラー(混合栓),490,515,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
28,Z695AM,止水弁ユニット(混合栓),3960,4158,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
,KF800F仕様,,,,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
29,PZKF141-1,ホースジョイントユニット,1950,2048,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
,KF800S2仕様,,,,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
30,PZ76,シャワーエルボ,1840,1932,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
31,Z6502,減圧装置,6550,6878,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
32,Z412658,オリフィスパッキン,90,95,KF800(W)・KF800(W)R2・KF800(W)R3・KF800F・KF800(W)S2・KM800(W),KF800(W)_B.png,,
1,ZK1F800G,切替ハンドルセット,1600,1680,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
2,ZK3F235,キャップ,490,515,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
3,Z39695,切替カラー(シャワー),490,515,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
4,Z340035,止水カラー(混合栓),490,515,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
5,Z415370,切替固定ナット,820,861,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
6,Z695A,切替弁ユニット(シャワー),3960,4158,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
7,Z695AM,止水弁ユニット(混合栓),3960,4158,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
8,Z88F,サーモスタットカートリッジ,6790,7130,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
9,Z415595,温調固定ナット,570,599,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
10,Z39694,温調カラー,490,515,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
11,ZK1T800G,温調ハンドルセット,2100,2205,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
12,Z38324,吐水口,5520,5796,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
13,Z38324-24,吐水口,8090,8495,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
14,Z38324-30,吐水口,10300,10815,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
15,Z520CP4,吐水口先端部一式,1130,1187,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
16,ZK121-13,Xパッキン,110,116,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
17,Z76JG,シャワーエルボ,1840,1932,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
18,ZKF80,シャワーホース接続パッキン,80,84,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
19,Z402JC,逆止弁（水側）,780,819,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
20,Z402JH,逆止弁（湯側）,780,819,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
21,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
22,Z673,ストレーナ付流量調節止水弁,1370,1439,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
23,Z668,ソケットセット,11900,12495,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
24,ZKF1,送り座,540,567,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
25,Z674B2,ソケットカバー,1540,1617,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
,寒冷地用(KF800WT(MB)(S2)・KF800WTR2(3)・KF800WTN(N)・KM800WT),,,,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
26,Z403,水抜きスピンドル,490,515,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
,KF800TN仕様,,,,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
27,Z38324-8,吐水口,5320,5586,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
28,Z520CP,吐水口先端部一式,1180,1239,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
,KF800TNN仕様,,,,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
29,Z412489S2,吐水口先端部一式,1350,1418,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
,KF800TS2仕様,,,,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
30,PZ76,シャワーエルボ,1840,1932,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
31,Z6502,減圧装置,6550,6878,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
32,Z412658,オリフィスパッキン,90,95,KF800(W)T・KF800(W)TR2・KF800(W)TR3・KF800(W)TN・KF800(W)TNN・KM800(W)T・KF800(W)TMB・KF800(W)TS2,KF800(W)T_B.png,,
1,ZK1F800,切替ハンドルセット　白,1120,1176,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
2,ZK3F780,キャップ　白,310,326,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
3,Z39695,切替カラー,490,515,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
4,Z415370,切替固定ナット,820,861,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
5,Z695A,切替弁ユニット,3960,4158,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
6,Z88F,サーモスタットカートリッジ,6790,7130,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
7,Z415595,温調固定ナット,570,599,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
8,Z39694,温調カラー,490,515,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
9,ZK1T800,温調ハンドルセット　白,1580,1659,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
10,Z5117-15,吐水口,2290,2405,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
11,Z5217CP,吐水口先端部一式,2070,2174,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
12,PZ511CP3,整流器キャップセット,950,998,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
13,PZ42,パッキンセット,260,273,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
14,ZK121-13,Xパッキン,110,116,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
15,PZ76J,シャワーエルボ　白,1840,1932,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
16,ZKF80,シャワーホース接続パッキン,80,84,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
17,Z402JC,逆止弁(水側),780,819,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
18,Z402JH,逆止弁(湯側),780,819,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
19,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
20,Z416406,流量調節止水弁,1370,1439,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
21,ZS500S,ソケットセット,15000,15750,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
22,Z48786,パッキン,40,42,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
23,ZKF1,送り座,540,567,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
24,Z674B2,ソケットカバー,1540,1617,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
,KF800THA仕様,,,,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
25,ZK1F800G,切替ハンドルセット　メッキ,1600,1680,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
26,ZK3F235,キャップ メッキ,490,515,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
27,ZK1T800G,温調ハンドルセット　メッキ,2100,2205,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
28,Z38324,吐水口,5520,5796,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
29,Z520CP4,吐水口先端部一式,1130,1187,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
30,Z76JG,シャワーエルボ　グレー,1840,1932,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
,寒冷地用(KF800WHA・KF800WTHA),,,,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
31,Z403,水抜きスピンドル,490,515,KF800(W)HA・KF800(W)THA,KF800(W)HA_B.png,,
1,ZK1F800,切替ハンドルセット,1120,1176,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
2,ZK3F780,キャップ,310,326,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
3,Z39695,切替カラー,490,515,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
4,Z415370,切替固定ナット,820,861,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
5,Z695A,切替弁ユニット,3960,4158,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
6,Z88F,サーモスタットカートリッジ,6790,7130,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
7,Z415595,温調固定ナット,570,599,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
8,Z39694,温調カラー,490,515,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
9,ZK1T800,温調ハンドルセット,1580,1659,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
10,Z5117-15,吐水口,2290,2405,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
11,Z5117-24,吐水口,2890,3035,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
12,Z5217CP,吐水口先端部一式,2070,2174,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
13,PZ511CP3,整流器キャップセット,950,998,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
14,PZ42,パッキンセット,260,273,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
15,ZK121-13,Xパッキン,110,116,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
16,PZ76J,シャワーエルボ,1840,1932,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
17,ZKF80,シャワーホース接続パッキン,80,84,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
18,Z402JC,逆止弁(水側),780,819,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
19,Z402JH,逆止弁(湯側),780,819,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
20,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
21,Z673,ストレーナ付流量調節止水弁,1370,1439,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
22,Z844,ソケットセット,10200,10710,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
23,ZK16,パッキン,70,74,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
24,PZ411489S,アタッチメントセット(2ヶ入),2100,2205,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
25,Z42349,パッキン,110,116,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
26,PZ411487,アタッチメント,900,945,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
27,Z42350,パッキン,150,158,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
28,PZK109-2,シールテープ2m,190,200,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
,寒冷地用(KF800WU・KF800WUR2),,,,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
29,Z403,水抜きスピンドル,490,515,KF800(W)U(R2),KF800(W)U(R2)_B.png,,
1,ZK1F800,切替ハンドルセット,1120,1176,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
2,ZK3F780,キャップ,310,326,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
3,Z415370,切替固定ナット,820,861,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
4,Z695A,一時止水切替弁ユニット,3960,4158,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
5,Z340411,切替カラー,490,515,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
6,Z88F,サーモスタットカートリッジ,6790,7130,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
7,Z415595,温調固定ナット,570,599,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
8,Z340410,温調カラー,490,515,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
9,ZK1T800,温調ハンドルセット,1580,1659,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
10,Z5217S-19,吐水口,4410,4631,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
11,Z5217CP,吐水口先端部一式,2070,2174,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
12,PZ511CP3,整流器キャップセット,950,998,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
13,PZ42,パッキンセット,260,273,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
14,ZK121-13,Xパッキン,110,116,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
15,Z416208,ブッシュ,80,84,KF801(Z)・KF801(Z)T,KF801(Z)_B.png,,
