番号,品番,品名,希望小売価格,税込,品番,分解図,備考,削除
,PZK1GE-2,GEハンドルセット,1160,1218,KM14N2(WZ),KM14N2(WZ)_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK3GE-2,キャップセット(湯･水),530,557,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK4E-15,こま(2ヶ入),270,284,KM17(Z)G,KM17(Z)G_B.png,,0
,PZ42-20,パッキンセット,290,305,KM17(Z)G,KM17(Z)G_B.png,,0
,ZK121-20,Ｘパッキン,160,168,KM17(Z)G,KM17(Z)G_B.png,,0
,ZK167N-20,吐水口,5570,5849,KM17(Z)G,KM17(Z)G_B.png,,0
,Z512CP,吐水口先端部一式,2420,2541,KM17(Z)G,KM17(Z)G_B.png,,0
,PZ511CP3,整流器キャップセット,950,998,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK66N,吐水口先端部一式,1980,2079,KM17(Z)G,KM17(Z)G_B.png,,0
,ZKF14S,シートパッキン,460,483,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK105,立水栓菊座ナットセット,390,410,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK126,アングル接続パッキン,270,284,KM17(Z)G,KM17(Z)G_B.png,,0
,ZKF17,接続ナット,400,420,KM17(Z)G,KM17(Z)G_B.png,,0
,寒冷地用(KM17ZG),,,,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK75K-13MN,ビス止スピンドルセット,570,599,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK4K-15,ビス止用こまパッキンセット(2ヶ入),300,315,KM17(Z)G,KM17(Z)G_B.png,,0
,PZK1GE-2,GEハンドルセット,1160,1218,KM17(Z)G,KM17(Z)G_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KM31,KM31_B.png,,0
,PZK3GE-2,キャップセット(湯･水),530,557,KM31,KM31_B.png,,0
,PZK75K-13MN,ビス止スピンドルセット,570,599,KM31,KM31_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KM31,KM31_B.png,,0
,PZ42,パッキンセット,260,273,KM31,KM31_B.png,,0
,ZK121-13,Ｘパッキン,110,116,KM31,KM31_B.png,,0
,Z414,シートパッキン,80,84,KM31,KM31_B.png,,0
,Z82-1,締付ナットセット,430,452,KM31,KM31_B.png,,0
,PZ364W,ジョイントユニット,,,KM31,KM31_B.png,,0
,PZK1GL-2,GLハンドルセット,1110,1166,KM31,KM31_B.png,廃番商品,0
,PZK3GL-2,キャップセット(湯･水),280,294,KM103N,KM103N_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KM103N,KM103N_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KM103N,KM103N_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KM103N,KM103N_B.png,,0
,PZK4E-15,こま,270,284,KM103N,KM103N_B.png,,0
,ZKF178,切替レバー部一式,,,KM103N,KM103N_B.png,,0
,PZ42,パッキンセット,260,273,KM103N,KM103N_B.png,廃番商品,0
,PZK80-17,吐水口,1370,1439,KM103N,KM103N_B.png,,0
,ZK121-13,Xパッキン,110,116,KM103N,KM103N_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM103N,KM103N_B.png,,0
,PZ573,逆止弁,820,861,KM103N,KM103N_B.png,,0
,ZKF1,送り座,540,567,KM103N,KM103N_B.png,,0
,PZK1ED-2,EDハンドルセット,990,1040,KM103N,KM103N_B.png,,0
,ZK3ED,青キャップ,150,158,KM103N2,KM103N2_B.png,,0
,ZK3EDR,赤キャップ,160,168,KM103N2,KM103N2_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KM103N2,KM103N2_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KM103N2,KM103N2_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KM103N2,KM103N2_B.png,,0
,PZK4E-15,こま(2ヶ入),270,284,KM103N2,KM103N2_B.png,,0
,ZKF178N,切替レバー部一式,2390,2510,KM103N2,KM103N2_B.png,,0
,PZK80-17,吐水口,1370,1439,KM103N2,KM103N2_B.png,,0
,PZ42,パッキンセット,260,273,KM103N2,KM103N2_B.png,,0
,ZK121-13,Ｘパッキン,110,116,KM103N2,KM103N2_B.png,,0
,Z402,逆止弁,780,819,KM103N2,KM103N2_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM103N2,KM103N2_B.png,,0
,ZKM87,ソケットセット,6330,6647,KM103N2,KM103N2_B.png,,0
,ZKF1,送り座,540,567,KM103N2,KM103N2_B.png,,0
,寒冷地用,,,,KM103N2,KM103N2_B.png,,0
,PZK75K-13MN,ビス止スピンドルセット,570,599,KM103N2,KM103N2_B.png,,0
,PZK4K-15,ビス止用こまパッキンセット(2ヶ入),300,315,KM103N2,KM103N2_B.png,,0
,PZK1GL-2,GLハンドルセット,1110,1166,KM103N2,KM103N2_B.png,,0
,PZK3GL-2,キャップセット(湯･水),280,294,KM104N,KM104N_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KM104N,KM104N_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KM104N,KM104N_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KM104N,KM104N_B.png,,0
,PZK4E-15,こま,270,284,KM104N,KM104N_B.png,,0
,ZKF178,切替レバー部一式,,,KM104N,KM104N_B.png,,0
,PZ42,パッキンセット,260,273,KM104N,KM104N_B.png,廃番商品,0
,PZK81-17,吐水口,1370,1439,KM104N,KM104N_B.png,,0
,ZK121-13,Xパッキン,110,116,KM104N,KM104N_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM104N,KM104N_B.png,,0
,PZ573,逆止弁,820,861,KM104N,KM104N_B.png,,0
,ZKF1,送り座,540,567,KM104N,KM104N_B.png,,0
,ZK1SVC,ハンドルセット(水側),,,KM104N,KM104N_B.png,,0
,ZK1SVH,ハンドルセット(湯側),,,KM105,KM105_B.png,廃番商品,0
,ZK3SVC,キャップ(水側),,,KM105,KM105_B.png,廃番商品,0
,ZK3SVH,キャップ(湯側),,,KM105,KM105_B.png,廃番商品,0
,ZK3A-16,丸小ねじ,110,116,KM105,KM105_B.png,廃番商品,0
,ZKM78,ボンネットユニット(水側),,,KM105,KM105_B.png,,0
,ZKM78L,ボンネットユニット(湯側),,,KM105,KM105_B.png,廃番商品,0
,ZKM101,プランジャーガイドセット,,,KM105,KM105_B.png,廃番商品,0
,ZKM102,マグネットユニット,,,KM105,KM105_B.png,廃番商品,0
,ZKM73,開閉ツマミセット,,,KM105,KM105_B.png,廃番商品,0
,PZ42,パッキンセット,260,273,KM105,KM105_B.png,廃番商品,0
,PZK80-17,吐水口,1370,1439,KM105,KM105_B.png,,0
,ZK121-13,Ｘパッキン,110,116,KM105,KM105_B.png,,0
,ZKF1N,送り座,540,567,KM105,KM105_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM105,KM105_B.png,,0
,ZK1SVC,ハンドルセット(水側),,,KM105,KM105_B.png,,0
,ZK1SVH,ハンドルセット(湯側),,,KM106,KM106_B.png,廃番商品,0
,ZK3SVC,キャップ(水側),,,KM106,KM106_B.png,廃番商品,0
,ZK3SVH,キャップ(湯側),,,KM106,KM106_B.png,廃番商品,0
,ZK3A-16,丸小ねじ,110,116,KM106,KM106_B.png,廃番商品,0
,ZKM78,ボンネットユニット(水側),,,KM106,KM106_B.png,,0
,ZKM78L,ボンネットユニット(湯側),,,KM106,KM106_B.png,廃番商品,0
,ZKM101,プランジャーガイドセット,,,KM106,KM106_B.png,廃番商品,0
,ZKM102,マグネットユニット,,,KM106,KM106_B.png,廃番商品,0
,ZKM73,開閉ツマミセット,,,KM106,KM106_B.png,廃番商品,0
,PZ42,パッキンセット,260,273,KM106,KM106_B.png,廃番商品,0
,PZK81-17,吐水口,1370,1439,KM106,KM106_B.png,,0
,ZK121-13,Ｘパッキン,110,116,KM106,KM106_B.png,,0
,ZKF1,送り座,540,567,KM106,KM106_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM106,KM106_B.png,,0
,ZK1SVC,ハンドルセット(水側),,,KM106,KM106_B.png,,0
,ZK1SVH,ハンドルセット(湯側),,,KM107(Z),KM107(Z)_B.png,廃番商品,0
,ZK3SVC,キャップ(水側),,,KM107(Z),KM107(Z)_B.png,廃番商品,0
,ZK3SVH,キャップ(湯側),,,KM107(Z),KM107(Z)_B.png,廃番商品,0
,ZK3A-16,丸小ねじ,110,116,KM107(Z),KM107(Z)_B.png,廃番商品,0
,ZKM78,ボンネットユニット,,,KM107(Z),KM107(Z)_B.png,,0
,ZKM78L,ボンネットユニット,,,KM107(Z),KM107(Z)_B.png,廃番商品,0
,PZ42,パッキンセット,260,273,KM107(Z),KM107(Z)_B.png,廃番商品,0
,ZK121-13,Ｘパッキン,110,116,KM107(Z),KM107(Z)_B.png,,0
,Z82,菊座ナットセット,460,483,KM107(Z),KM107(Z)_B.png,,0
,PZ364W,ジョイントユニット,,,KM107(Z),KM107(Z)_B.png,,0
,PZK1EX-2,ハンドルセット,1540,1617,KM107(Z),KM107(Z)_B.png,廃番商品,0
,ZK3EX,キャップ,320,336,KM140(WZ),KM140(WZ)_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KM140(WZ),KM140(WZ)_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KM140(WZ),KM140(WZ)_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KM140(WZ),KM140(WZ)_B.png,,0
,PZK4E-15,こま,270,284,KM140(WZ),KM140(WZ)_B.png,,0
,PZ42-20,パッキンセット20mm,290,305,KM140(WZ),KM140(WZ)_B.png,,0
,PZ818-15,吐水口,4570,4799,KM140(WZ),KM140(WZ)_B.png,,0
,Z819BCP,吐水口先端部一式,2100,2205,KM140(WZ),KM140(WZ)_B.png,,0
,ZK121-20,Xパッキン,160,168,KM140(WZ),KM140(WZ)_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM140(WZ),KM140(WZ)_B.png,,0
,ZKF127,ソケットセット,,,KM140(WZ),KM140(WZ)_B.png,,0
,ZKF1,送り座,540,567,KM140(WZ),KM140(WZ)_B.png,廃番商品,0
,寒冷地用(KM140WZ),,,,KM140(WZ),KM140(WZ)_B.png,,0
,PZK75K-13MN,ビス止スピンドルセット,570,599,KM140(WZ),KM140(WZ)_B.png,,0
,PZK4K-15,ビス止用こまパッキンセット,300,315,KM140(WZ),KM140(WZ)_B.png,,0
,ZK1W85B-2,ハンドルセット,1230,1292,KM140(WZ),KM140(WZ)_B.png,,0
,ZK3W85B-2,キャップセット(湯・水),600,630,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK3A-16,丸小ねじ,110,116,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZK127,水栓上部パッキンセット,190,200,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZK75-13MN,スピンドルセット,490,515,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZK4E-15,こま(2ヶ入),270,284,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK121-20,Xパッキン,160,168,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZ818-15,吐水口,4570,4799,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZ818-24,吐水口,6150,6458,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,Z819BCP,吐水口先端部一式,2100,2205,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZKM87,ソケットセット,6330,6647,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZKF1,送り座,540,567,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,寒冷地用(KM140G3Z・KM140GZM・KM140ZEX),,,,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZK75K-13MN,ビス止スピンドルセット,570,599,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZK4K-15,ビス止用こまパッキンセット(2ヶ入),300,315,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZKM87W,ソケットセット,8250,8663,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,Z403,水抜きスピンドル,490,515,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,KM140GM仕様,,,,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK1W83G2,ハンドルセット(水側),2300,2415,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK1W83GR2,ハンドルセット(湯側),2300,2415,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK3W83G2,キャップ,720,756,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,Z540-17,吐水口,5520,5796,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,Z520CP,吐水口先端部一式,1180,1239,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,KM140EX仕様,,,,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK1W71G,ハンドルセット(水側),2560,2688,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK1W71GR,ハンドルセット(湯側),2560,2688,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK3W71,キャップ(水側),1080,1134,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,ZK3W71R,キャップ(湯側),1080,1134,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZK1S336C,レバーハンドルセット　白,1260,1323,KM140G3(Z)・KM140G3R24・KM140(Z)EX・KM140G(Z)M,KM140G3(Z)_B.png,,0
,PZK1S336G,レバーハンドルセット　メッキ,2680,2814,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,ZK3S336C,キャップ　白,290,305,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,ZK3S336G,キャップ　メッキ,490,515,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z44482,丸小ねじ,110,116,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,ZKM113N,カートリッジ締付ナット,1420,1491,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZKM110A,カートリッジ(上吐水),6410,6731,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZ511-17,吐水口,2420,2541,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z511CP,吐水口先端部一式　白,2100,2205,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z511B-17,吐水口,2420,2541,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z511BCP,吐水口先端部一式　グレー,2100,2205,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZ42,パッキンセット,260,273,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,ZK121-13,Xパッキン,110,116,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZ821,泡沫自在パイプ,4410,4631,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZK24,泡沫キャップセット,620,651,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZ822,吐水口,,,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z685H,吐水口シャワーヘッド,5440,5712,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,廃番商品,0
,Z684376,ストレーナ,130,137,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZ822AH,3wayシャワーパイプ,8400,8820,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z560AH,吐水口シャワーヘッド,8130,8537,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,ZKM88N,ソケットセット,11700,12285,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,ZKF60G,流量調節止水弁,830,872,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,ZKF1,送り座,540,567,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,寒冷地用(KM300AZS(B)(H)(F)(AH)(BAH)・KM300AWS),,,,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z403,水抜きスピンドル,490,515,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZ822W,吐水口,,,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZ822WAH,3wayシャワーパイプ,8670,9104,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,廃番商品,0
,Z420,ソケットセット,14000,14700,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z89N,流量調節止水弁,940,987,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,Z411614,逆止弁(W仕様のみ）,850,893,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZK1S336C,レバーハンドルセット　白,1260,1323,KM300A(Z)S(B)(H)(F)(AH)(BAH)・KM300AWS,KM300A(Z)S(B)(H)(F)(AH)(BAH)_B.png,,0
,PZK1S336G,レバーハンドルセット　メッキ,2680,2814,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,ZK3S336C,キャップ　白,290,305,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,ZK3S336G,キャップ　メッキ,490,515,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,Z44482,丸小ねじ,110,116,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,ZKM113N,カートリッジ締付ナット,1420,1491,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,PZKM110A,カートリッジ(上吐水),6410,6731,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,ZK121-13,Xパッキン,110,116,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,Z412791,シャワーホースセット,8750,9188,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,Z594,シャワーヘッド　白,4130,4337,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,Z594B,シャワーヘッド　グレー,4130,4337,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,PZ950,キッチンシャワーパイプ,,,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,PZ950B,キッチンシャワーパイプ,,,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,限定在庫品,0
,Z411419,ストレーナー,200,210,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,廃番商品,0
,ZKF80,シャワー接続パッキン,80,84,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,ZKM88N,ソケットセット,11700,12285,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,ZKF60G,流量調節止水弁,830,872,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,ZKF1,送り座,540,567,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,KF300AFBAH・KF300AFBGAH仕様,,,,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,PZ950AH,３wayシャワーパイプ,,,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,Z924AH,３wayシャワーヘッド,7710,8096,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,廃番商品,0
,寒冷地用(KM300AZFB(G)・KM300AZFB(G)AH),,,,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,Z420,ソケットセット,14000,14700,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,Z89N,流量調節止水弁,940,987,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,Z403,水抜きスピンドル,490,515,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,PZK1S336C,レバーハンドルセット　白,1260,1323,KM300A(Z)FB・KM300A(Z)FBG・KM300A(Z)FBAH・KM300A(Z)FBGAH,KM300A(Z)FB_B.png,,0
,ZK3S336C,キャップ　白,290,305,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,Z44482,丸小ねじ,110,116,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,ZKM113N,カートリッジ締付ナット,1420,1491,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,PZKM110A,カートリッジ(上吐水),6410,6731,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,PZ511-17,吐水口,2420,2541,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,Z511CP,吐水口先端部一式　白,2100,2205,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,PZ511CP3,整流器キャップセット,950,998,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,PZ42,パッキンセット,260,273,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,ZK121-13,Xパッキン,110,116,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,ZKM88N,ソケットセット,11700,12285,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,ZKF60G,流量調節止水弁,830,872,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,ZKF1,送り座,540,567,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,PZKF79-15,ソケット部接続パッキン(2ヶ入),180,189,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,PK19ST,分岐水栓ユニット,,,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
,Z608Y,混合分岐ソケット,4610,4841,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,廃番商品,0
,KM300ASTU仕様,,,,KM300A(Z)ST・KM300A(Z)STU,KM300A(Z)ST_B.png,,0
